No,ebookId,title,status,categories,publishedDate,price (THB),userAccount,discountRatio (%),discountAmount (THB),Net price (THB),googlePrice (THB),applePrice (THB),start,end,tag
1,63183136ec0a9940e9633cd6,ลมไล่ล่าหิมะพาหนี,public,นิยายสืบสวน,7-Sep-2022,287.00,pb-Daifuku,10%,N/A,258.30,9,N/A,1-Nov-2022,15-Nov-2022,สวยใส
2,62c7fe2d1f244b001d6d536a,BlaCX เล่ม 26 งานฉลองของปีศาจ,public,การ์ตูนลึกลับสยองขวัญ,8-Sep-2022,79.00,pb-punica,N/A,14.00,65.00,N/A,15,1-Nov-2022,15-Nov-2022,N/A
3,6271fd3d19c7da001d2cd483,BLUE LOCK ขังดวลแข้ง เล่ม 17,public,การ์ตูนกีฬา,04-May-2022,69.00,pb-vibulkij,10%,N/A,62.10,15,9,1-Nov-2022,15-Nov-2022,
4,635c127e3588e6b70facd53b,มุมมองนักอ่านพระเจ้า เลล่ม 9 ,public,นิยายแฟนตาซีแอ็คชั่น,29-Oct-2022,265.00,pb-levon-publishing,10%,N/A,238.50,N/A,N/A,1-Nov-2022,15-Nov-2022,"สวยใส, yearend2022"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
